file_name,species
Great_Tinamou_2.mp3,Great_Tinamou
Great_Tinamou_20.mp3,Great_Tinamou
Great_Tinamou_21.mp3,Great_Tinamou
Great_Tinamou_22.mp3,Great_Tinamou
Great_Tinamou_23.mp3,Great_Tinamou
Great_Tinamou_24.mp3,Great_Tinamou
Great_Tinamou_25.mp3,Great_Tinamou
Great_Tinamou_26.mp3,Great_Tinamou
Great_Tinamou_27.mp3,Great_Tinamou
Great_Tinamou_28.mp3,Great_Tinamou
Great_Tinamou_29.mp3,Great_Tinamou
Great_Tinamou_3.mp3,Great_Tinamou
Great_Tinamou_30.mp3,Great_Tinamou
Great_Tinamou_31.mp3,Great_Tinamou
Great_Tinamou_32.mp3,Great_Tinamou
Great_Tinamou_33.mp3,Great_Tinamou
Great_Tinamou_34.mp3,Great_Tinamou
Great_Tinamou_35.mp3,Great_Tinamou
Great_Tinamou_36.mp3,Great_Tinamou
Great_Tinamou_37.mp3,Great_Tinamou
Great_Tinamou_38.mp3,Great_Tinamou
Great_Tinamou_39.mp3,Great_Tinamou
Great_Tinamou_4.mp3,Great_Tinamou
Great_Tinamou_40.mp3,Great_Tinamou
Great_Tinamou_41.mp3,Great_Tinamou
Great_Tinamou_42.mp3,Great_Tinamou
Great_Tinamou_43.mp3,Great_Tinamou
Great_Tinamou_44.mp3,Great_Tinamou
Great_Tinamou_45.mp3,Great_Tinamou
Great_Tinamou_46.mp3,Great_Tinamou
Great_Tinamou_47.mp3,Great_Tinamou
Great_Tinamou_48.mp3,Great_Tinamou
Great_Tinamou_49.mp3,Great_Tinamou
Great_Tinamou_5.mp3,Great_Tinamou
Great_Tinamou_6.mp3,Great_Tinamou
Great_Tinamou_7.mp3,Great_Tinamou
Great_Tinamou_8.mp3,Great_Tinamou
Great_Tinamou_9.mp3,Great_Tinamou
